,date_name,local_team_id,local_team,local_result,visitor_result,visitor_team,visitor_team_id
17716,Torneo Nacional 1982 - Torneo Nacional,444.0,Estudiantes (SdE),1,3,Union,39.0
17717,Torneo Nacional 1982 - Torneo Nacional,444.0,Union,1,1,Estudiantes (SdE),39.0
17718,Torneo Clausura 2000 - Fecha 17,30.0,Gimnasia (J),0,0,Ferro,31.0
17719,Torneo Apertura 1999 - Fecha 17,30.0,Ferro,2,2,Gimnasia (J),31.0
17720,Torneo Clausura 1999 - Fecha 19,30.0,Ferro,0,1,Gimnasia (J),31.0
17721,Torneo Apertura 1998 - Fecha 19,30.0,Gimnasia (J),3,4,Ferro,31.0
17722,Torneo Clausura 1998 - Fecha 1,30.0,Gimnasia (J),1,4,Ferro,31.0
17723,Torneo Apertura 1997 - Fecha 1,30.0,Ferro,5,0,Gimnasia (J),31.0
17724,Torneo Clausura 1997 - Fecha 10,30.0,Ferro,0,0,Gimnasia (J),31.0
17725,Torneo Apertura 1996 - Fecha 10,30.0,Gimnasia (J),2,2,Ferro,31.0
17726,Torneo Clausura 1996 - Fecha 17,30.0,Gimnasia (J),0,1,Ferro,31.0
17727,Torneo Apertura 1995 - Fecha 17,30.0,Ferro,1,1,Gimnasia (J),31.0
17728,Torneo Clausura 1995 - Fecha 6,30.0,Ferro,2,2,Gimnasia (J),31.0
17729,Torneo Apertura 1994 - Fecha 6,30.0,Gimnasia (J),3,2,Ferro,31.0
17730,Nacional 1981 - Cuartos de Final,30.0,Gimnasia (J),0,1,Ferro,31.0
17731,Nacional 1981 - Cuartos de Final,30.0,Ferro,1,0,Gimnasia (J),31.0
17732,Nacional 1973 - Grupo B,30.0,Ferro,2,1,Gimnasia (J),31.0
17733,Torneo Clausura 2000 - Fecha 2,30.0,Gimnasia (LP),2,0,Ferro,9.0
17734,Torneo Apertura 1999 - Fecha 2,30.0,Ferro,1,3,Gimnasia (LP),9.0
17735,Torneo Clausura 1999 - Fecha 2,30.0,Ferro,0,1,Gimnasia (LP),9.0
17736,Torneo Apertura 1998 - Fecha 2,30.0,Gimnasia (LP),2,1,Ferro,9.0
17737,Torneo Clausura 1998 - Fecha 9,30.0,Ferro,1,4,Gimnasia (LP),9.0
17738,Torneo Apertura 1997 - Fecha 9,30.0,Gimnasia (LP),2,0,Ferro,9.0
17739,Torneo Clausura 1997 - Fecha 2,30.0,Ferro,0,0,Gimnasia (LP),9.0
17740,Torneo Apertura 1996 - Fecha 2,30.0,Gimnasia (LP),1,0,Ferro,9.0
17741,Torneo Clausura 1996 - Fecha 5,30.0,Gimnasia (LP),1,0,Ferro,9.0
17742,Torneo Apertura 1995 - Fecha 5,30.0,Ferro,0,1,Gimnasia (LP),9.0
17743,Torneo Clausura 1995 - Fecha 18,30.0,Ferro,0,1,Gimnasia (LP),9.0
17744,Torneo Apertura 1994 - Fecha 18,30.0,Gimnasia (LP),0,0,Ferro,9.0
17745,Torneo Clausura 1994 - Fecha 7,30.0,Ferro,2,0,Gimnasia (LP),9.0
17746,Torneo Apertura 1993 - Fecha 7,30.0,Gimnasia (LP),0,2,Ferro,9.0
17747,Torneo Clausura 1993 - Fecha 11,30.0,Ferro,1,0,Gimnasia (LP),9.0
17748,Torneo Apertura 1992 - Fecha 11,30.0,Gimnasia (LP),0,0,Ferro,9.0
17749,Torneo Clausura 1992 - Fecha 19,30.0,Gimnasia (LP),2,0,Ferro,9.0
17750,Torneo Apertura 1991 - Fecha 19,30.0,Ferro,3,1,Gimnasia (LP),9.0
17751,Torneo Clausura 1991 - Fecha 1,30.0,Gimnasia (LP),1,1,Ferro,9.0
17752,Campeonato 1990/91 - Fecha 1,30.0,Ferro,0,0,Gimnasia (LP),9.0
17753,Campeonato 1989/90 - Fecha 30,30.0,Gimnasia (LP),0,0,Ferro,9.0
17754,Campeonato 1989/90 - Fecha 11,30.0,Ferro,0,0,Gimnasia (LP),9.0
17755,Campeonato 1988/89 - Liguilla Libertadores,30.0,Gimnasia (LP),0,1,Ferro,9.0
17756,Campeonato 1988/89 - Liguilla Libertadores,30.0,Ferro,1,4,Gimnasia (LP),9.0
17757,Campeonato 1988/89 - Fecha 21,30.0,Ferro,0,1,Gimnasia (LP),9.0
17758,Campeonato 1988/89 - Fecha 2,30.0,Gimnasia (LP),3,2,Ferro,9.0
17759,Campeonato 1987/88 - Fecha 26,30.0,Ferro,0,0,Gimnasia (LP),9.0
17760,Campeonato 1987/88 - Fecha 7,30.0,Gimnasia (LP),0,0,Ferro,9.0
17761,Campeonato 1986/87  - Fecha 36,30.0,Gimnasia (LP),1,1,Ferro,9.0
17762,Campeonato 1986/87  - Fecha 17,30.0,Ferro,1,1,Gimnasia (LP),9.0
17763,Campeonato 1985/86  - Fecha 24,30.0,Gimnasia (LP),0,0,Ferro,9.0
17764,Campeonato 1985/86  - Fecha 5,30.0,Ferro,1,0,Gimnasia (LP),9.0
17765,Metropolitano 1977 - Fecha 38,30.0,Gimnasia (LP),4,1,Ferro,9.0
17766,Metropolitano 1977 - Fecha 15,30.0,Ferro,0,1,Gimnasia (LP),9.0
17767,Metropolitano 1975 - Fecha 36,30.0,Gimnasia (LP),1,2,Ferro,9.0
17768,Metropolitano 1975 - Fecha 17,30.0,Ferro,2,0,Gimnasia (LP),9.0
17769,Nacional 1975 - Grupo B,30.0,Ferro,2,2,Gimnasia (LP),9.0
17770,Nacional 1975 - Grupo B,30.0,Gimnasia (LP),2,2,Ferro,9.0
17771,Metropolitano 1973 - Fecha 20,30.0,Ferro,3,3,Gimnasia (LP),9.0
17772,Metropolitano 1973 - Fecha 4,30.0,Gimnasia (LP),1,0,Ferro,9.0
17773,Nacional 1973 - Grupo B,30.0,Ferro,0,1,Gimnasia (LP),9.0
17774,Metropolitano 1972 - Fecha 20,30.0,Gimnasia (LP),1,1,Ferro,9.0
17775,Metropolitano 1972 - Fecha 3,30.0,Ferro,2,1,Gimnasia (LP),9.0
17776,Nacional 1972 - Grupo Reclasificatorio,30.0,Gimnasia (LP),2,3,Ferro,9.0
17777,Metropolitano 1971 - Fecha 22,30.0,Gimnasia (LP),0,2,Ferro,9.0
17778,Metropolitano 1971 - Fecha 3,30.0,Ferro,2,2,Gimnasia (LP),9.0
17779,Nacional 1971 - Grupo A,30.0,Gimnasia (LP),1,3,Ferro,9.0
17780,Metropolitano 1968 - Grupo Reclasificatorio,30.0,Gimnasia (LP),2,2,Ferro,9.0
17781,Metropolitano 1968 - Grupo Reclasificatorio,30.0,Ferro,1,0,Gimnasia (LP),9.0
17782,Metropolitano 1967 - Grupo B,30.0,Gimnasia (LP),1,1,Ferro,9.0
17783,Metropolitano 1967 - Grupo B,30.0,Ferro,0,2,Gimnasia (LP),9.0
17784,Campeonato 1966 - Fecha 29,30.0,Gimnasia (LP),2,1,Ferro,9.0
17785,Campeonato 1966 - Fecha 10,30.0,Ferro,3,1,Gimnasia (LP),9.0
17786,Campeonato 1965 - Fecha 33,30.0,Gimnasia (LP),1,2,Ferro,9.0
17787,Campeonato 1965 - Fecha 16,30.0,Ferro,5,1,Gimnasia (LP),9.0
17788,Campeonato 1964 - Fecha 24,30.0,Ferro,1,2,Gimnasia (LP),9.0
17789,Campeonato 1964 - Fecha 9,30.0,Gimnasia (LP),0,0,Ferro,9.0
17790,Campeonato 1962 - Fecha 18,30.0,Gimnasia (LP),5,2,Ferro,9.0
17791,Campeonato 1962 - Fecha 3,30.0,Ferro,1,1,Gimnasia (LP),9.0
17792,Campeonato 1961 - Fecha 18,30.0,Ferro,3,0,Gimnasia (LP),9.0
17793,Campeonato 1961 - Fecha 1,30.0,Gimnasia (LP),7,1,Ferro,9.0
17794,Campeonato 1960 - Fecha 20,30.0,Gimnasia (LP),2,0,Ferro,9.0
17795,Campeonato 1960 - Fecha 5,30.0,Ferro,0,0,Gimnasia (LP),9.0
17796,Campeonato 1959 - Fecha 22,30.0,Ferro,3,2,Gimnasia (LP),9.0
17797,Campeonato 1959 - Fecha 7,30.0,Gimnasia (LP),2,2,Ferro,9.0
17798,Campeonato 1957 - Fecha 24,30.0,Ferro,3,1,Gimnasia (LP),9.0
17799,Campeonato 1957 - Fecha 9,30.0,Gimnasia (LP),3,2,Ferro,9.0
17800,Campeonato 1956 - Fecha 24,30.0,Gimnasia (LP),5,2,Ferro,9.0
17801,Campeonato 1956 - Fecha 9,30.0,Ferro,0,2,Gimnasia (LP),9.0
17802,Campeonato 1955 - Fecha 22,30.0,Gimnasia (LP),1,3,Ferro,9.0
17803,Campeonato 1955 - Fecha 7,30.0,Ferro,3,3,Gimnasia (LP),9.0
17804,Campeonato 1954 - Fecha 19,30.0,Gimnasia (LP),1,1,Ferro,9.0
17805,Campeonato 1954 - Fecha 4,30.0,Ferro,1,1,Gimnasia (LP),9.0
17806,Campeonato 1953 - Fecha 25,30.0,Ferro,2,0,Gimnasia (LP),9.0
17807,Campeonato 1953 - Fecha 10,30.0,Gimnasia (LP),3,0,Ferro,9.0
17808,Campeonato 1951 - Fecha 33,30.0,Gimnasia (LP),2,1,Ferro,9.0
17809,Campeonato 1951 - Fecha 16,30.0,Ferro,3,0,Gimnasia (LP),9.0
17810,Campeonato 1950 - Fecha 33,30.0,Gimnasia (LP),1,2,Ferro,9.0
17811,Campeonato 1950 - Fecha 16,30.0,Ferro,2,1,Gimnasia (LP),9.0
17812,Campeonato 1949 - Fecha 34,30.0,Ferro,1,1,Gimnasia (LP),9.0
17813,Campeonato 1949 - Fecha 17,30.0,Gimnasia (LP),2,2,Ferro,9.0
17814,Campeonato 1945 - Fecha 20,30.0,Ferro,2,3,Gimnasia (LP),9.0
17815,Campeonato 1945 - Fecha 5,30.0,Gimnasia (LP),2,2,Ferro,9.0
17816,Campeonato 1943 - Fecha 18,30.0,Gimnasia (LP),4,4,Ferro,9.0
17817,Campeonato 1943 - Fecha 3,30.0,Ferro,1,1,Gimnasia (LP),9.0
17818,Campeonato 1942 - Fecha 25,30.0,Gimnasia (LP),2,1,Ferro,9.0
17819,Campeonato 1942 - Fecha 10,30.0,Ferro,3,3,Gimnasia (LP),9.0
17820,Campeonato 1941 - Fecha 17,30.0,Gimnasia (LP),7,2,Ferro,9.0
17821,Campeonato 1941 - Fecha 2,30.0,Ferro,4,2,Gimnasia (LP),9.0
17822,Campeonato 1940 - Fecha 24,30.0,Ferro,4,1,Gimnasia (LP),9.0
17823,Campeonato 1940 - Fecha 7,30.0,Gimnasia (LP),5,4,Ferro,9.0
17824,Campeonato 1939 - Fecha 25,30.0,Gimnasia (LP),4,2,Ferro,9.0
17825,Campeonato 1939 - Fecha 8,30.0,Ferro,0,1,Gimnasia (LP),9.0
17826,Campeonato 1938 - Fecha 29,30.0,Gimnasia (LP),6,1,Ferro,9.0
17827,Campeonato 1938 - Fecha 12,30.0,Ferro,4,0,Gimnasia (LP),9.0
17828,Campeonato 1937 - Fecha 26,30.0,Ferro,3,3,Gimnasia (LP),9.0
17829,Campeonato 1937 - Fecha 8,30.0,Gimnasia (LP),6,1,Ferro,9.0
17830,Campeonato 1936 - Fecha 3,30.0,Gimnasia (LP),1,3,Ferro,9.0
17831,Copa de Honor 1936 - Fecha 3,30.0,Ferro,7,2,Gimnasia (LP),9.0
17832,Campeonato 1935 - Fecha 30,30.0,Ferro,2,1,Gimnasia (LP),9.0
17833,Campeonato 1935 - Fecha 13,30.0,Gimnasia (LP),2,0,Ferro,9.0
17834,Campeonato 1934 - Fecha 33,30.0,Ferro,2,2,Gimnasia (LP),9.0
17835,Campeonato 1934 - Fecha 14,30.0,Ferro,3,3,Gimnasia (LP),9.0
17836,Campeonato 1934 - Fecha 1,30.0,Gimnasia (LP),8,2,Ferro,9.0
17837,Campeonato 1933 - Fecha 23,30.0,Gimnasia (LP),1,0,Ferro,9.0
17838,Campeonato 1933 - Fecha 6,30.0,Ferro,0,0,Gimnasia (LP),9.0
17839,Campeonato 1932 - Fecha 19,30.0,Ferro,4,4,Gimnasia (LP),9.0
17840,Campeonato 1932 - Fecha 2,30.0,Gimnasia (LP),2,4,Ferro,9.0
17841,Campeonato 1931 - Fecha 27,30.0,Gimnasia (LP),1,3,Ferro,9.0
17842,Campeonato 1931 - Fecha 10,30.0,Ferro,0,0,Gimnasia (LP),9.0
17843,Nacional 1972 - Grupo B,30.0,Gimnasia (M),2,1,Ferro,156.0
17844,Torneo Clausura 1998 - Fecha 11,30.0,Ferro,1,0,Gimnasia (S),53.0
17845,Torneo Apertura 1997 - Fecha 11,30.0,Gimnasia (S),1,1,Ferro,53.0
17846,Torneo Clausura 1994 - Fecha 11,30.0,Ferro,3,2,Gimnasia (S),53.0
17847,Torneo Apertura 1993 - Fecha 11,30.0,Gimnasia (S),2,2,Ferro,53.0
17848,Nacional 1974 - Grupo C,30.0,Godoy Cruz,0,1,Ferro,10.0
17849,Nacional 1974 - Grupo C,30.0,Ferro,2,0,Godoy Cruz,10.0
17850,Nacional 1981 - Grupo B,30.0,Ferro,3,2,Guarani (M),87.0
17851,Nacional 1981 - Grupo B,30.0,Guarani (M),1,2,Ferro,87.0
17852,Torneo Clausura 1999 - Fecha 3,30.0,Huracan,1,0,Ferro,11.0
17853,Torneo Apertura 1998 - Fecha 3,30.0,Ferro,1,3,Huracan,11.0
17854,Torneo Clausura 1998 - Fecha 8,30.0,Huracan,3,1,Ferro,11.0
17855,Torneo Apertura 1997 - Fecha 8,30.0,Ferro,2,1,Huracan,11.0
17856,Torneo Clausura 1997 - Fecha 5,30.0,Huracan,3,4,Ferro,11.0
17857,Torneo Apertura 1996 - Fecha 5,30.0,Ferro,4,2,Huracan,11.0
17858,Torneo Clausura 1996 - Fecha 18,30.0,Ferro,2,1,Huracan,11.0
17859,Torneo Apertura 1995 - Fecha 18,30.0,Huracan,1,0,Ferro,11.0
17860,Torneo Clausura 1995 - Fecha 12,30.0,Ferro,1,2,Huracan,11.0
17861,Torneo Apertura 1994 - Fecha 12,30.0,Huracan,1,0,Ferro,11.0
17862,Torneo Clausura 1994 - Fecha 8,30.0,Huracan,1,0,Ferro,11.0
17863,Torneo Apertura 1993 - Fecha 8,30.0,Ferro,1,1,Huracan,11.0
17864,Torneo Clausura 1993 - Fecha 7,30.0,Huracan,3,0,Ferro,11.0
17865,Torneo Apertura 1992 - Fecha 7,30.0,Ferro,0,0,Huracan,11.0
17866,Torneo Clausura 1992 - Fecha 6,30.0,Ferro,0,0,Huracan,11.0
17867,Torneo Apertura 1991 - Fecha 6,30.0,Huracan,2,1,Ferro,11.0
17868,Torneo Clausura 1991 - Fecha 14,30.0,Huracan,1,0,Ferro,11.0
17869,Campeonato 1990/91 - Fecha 14,30.0,Ferro,0,2,Huracan,11.0
17870,Campeonato 1985/86  - Fecha 31,30.0,Huracan,3,3,Ferro,11.0
17871,Campeonato 1985/86  - Fecha 12,30.0,Ferro,2,2,Huracan,11.0
17872,Metropolitano 1984 - Fecha 34,30.0,Huracan,0,1,Ferro,11.0
17873,Metropolitano 1984 - Fecha 15,30.0,Ferro,2,0,Huracan,11.0
17874,Torneo Nacional 1984 - Octavos de Final,30.0,Huracan,1,0,Ferro,11.0
17875,Torneo Nacional 1984 - Octavos de Final,30.0,Ferro,1,0,Huracan,11.0
17876,Metropolitano 1983 - Fecha 38,30.0,Huracan,1,1,Ferro,11.0
17877,Metropolitano 1983 - Fecha 19,30.0,Ferro,1,1,Huracan,11.0
17878,Metropolitano 1982 - Fecha 22,30.0,Ferro,1,3,Huracan,11.0
17879,Metropolitano 1982 - Fecha 3,30.0,Huracan,0,0,Ferro,11.0
17880,Metropolitano 1981 - Fecha 33,30.0,Ferro,3,3,Huracan,11.0
17881,Metropolitano 1981 - Fecha 16,30.0,Huracan,0,2,Ferro,11.0
17882,Metropolitano 1980 - Fecha 32,30.0,Huracan,2,2,Ferro,11.0
17883,Metropolitano 1980 - Fecha 13,30.0,Ferro,2,2,Huracan,11.0
17884,Metropolitano 1977 - Fecha 34,30.0,Ferro,0,1,Huracan,11.0
17885,Metropolitano 1977 - Fecha 11,30.0,Huracan,2,0,Ferro,11.0
17886,Metropolitano 1976 - Grupo A,30.0,Ferro,1,2,Huracan,11.0
17887,Metropolitano 1976 - Grupo A,30.0,Huracan,5,1,Ferro,11.0
17888,Metropolitano 1975 - Fecha 33,30.0,Ferro,1,2,Huracan,11.0
17889,Metropolitano 1975 - Fecha 14,30.0,Huracan,3,2,Ferro,11.0
17890,Metropolitano 1973 - Fecha 31,30.0,Ferro,0,0,Huracan,11.0
17891,Metropolitano 1973 - Fecha 14,30.0,Huracan,5,2,Ferro,11.0
17892,Nacional 1973 - Grupo B,30.0,Ferro,0,2,Huracan,11.0
17893,Metropolitano 1972 - Fecha 32,30.0,Ferro,2,2,Huracan,11.0
17894,Metropolitano 1972 - Fecha 15,30.0,Huracan,2,1,Ferro,11.0
17895,Nacional 1972 - Grupo B,30.0,Ferro,2,4,Huracan,11.0
17896,Metropolitano 1971 - Fecha 27,30.0,Ferro,2,4,Huracan,11.0
17897,Metropolitano 1971 - Fecha 8,30.0,Huracan,0,1,Ferro,11.0
17898,Nacional 1971 - Grupo A,30.0,Huracan,1,1,Ferro,11.0
17899,Nacional 1971 - Grupo A,30.0,Huracan,0,2,Ferro,11.0
17900,Campeonato 1966 - Fecha 21,30.0,Ferro,1,1,Huracan,11.0
17901,Campeonato 1966 - Fecha 2,30.0,Huracan,3,1,Ferro,11.0
17902,Campeonato 1965 - Fecha 27,30.0,Ferro,0,0,Huracan,11.0
17903,Campeonato 1965 - Fecha 10,30.0,Huracan,1,1,Ferro,11.0
17904,Campeonato 1964 - Fecha 20,30.0,Huracan,3,1,Ferro,11.0
17905,Campeonato 1964 - Fecha 5,30.0,Ferro,0,2,Huracan,11.0
17906,Campeonato 1962 - Fecha 23,30.0,Huracan,1,1,Ferro,11.0
17907,Campeonato 1962 - Fecha 8,30.0,Ferro,0,0,Huracan,11.0
17908,Campeonato 1961 - Fecha 25,30.0,Ferro,1,1,Huracan,11.0
17909,Campeonato 1961 - Fecha 10,30.0,Huracan,4,1,Ferro,11.0
17910,Campeonato 1960 - Fecha 19,30.0,Ferro,2,4,Huracan,11.0
17911,Campeonato 1960 - Fecha 4,30.0,Huracan,1,0,Ferro,11.0
17912,Campeonato 1959 - Fecha 18,30.0,Ferro,3,0,Huracan,11.0
17913,Campeonato 1959 - Fecha 3,30.0,Huracan,2,1,Ferro,11.0
17914,Campeonato 1957 - Fecha 25,30.0,Ferro,2,5,Huracan,11.0
17915,Campeonato 1957 - Fecha 10,30.0,Huracan,4,0,Ferro,11.0
17916,Campeonato 1956 - Fecha 16,30.0,Huracan,0,1,Ferro,11.0
17917,Campeonato 1956 - Fecha 1,30.0,Ferro,1,1,Huracan,11.0
17918,Campeonato 1955 - Fecha 24,30.0,Huracan,1,1,Ferro,11.0
17919,Campeonato 1955 - Fecha 9,30.0,Ferro,0,2,Huracan,11.0
17920,Campeonato 1954 - Fecha 16,30.0,Ferro,3,2,Huracan,11.0
17921,Campeonato 1954 - Fecha 1,30.0,Huracan,0,1,Ferro,11.0
17922,Campeonato 1953 - Fecha 16,30.0,Huracan,3,1,Ferro,11.0
17923,Campeonato 1953 - Fecha 1,30.0,Ferro,3,3,Huracan,11.0
17924,Campeonato 1952 - Fecha 24,30.0,Ferro,1,1,Huracan,11.0
17925,Campeonato 1952 - Fecha 9,30.0,Huracan,3,2,Ferro,11.0
17926,Campeonato 1951 - Fecha 28,30.0,Ferro,3,0,Huracan,11.0
17927,Campeonato 1951 - Fecha 11,30.0,Huracan,1,2,Ferro,11.0
17928,Campeonato 1950 - Fecha 28,30.0,Ferro,1,6,Huracan,11.0
17929,Campeonato 1950 - Fecha 11,30.0,Huracan,0,2,Ferro,11.0
17930,Campeonato 1949 - Fecha 29,30.0,Huracan,0,2,Ferro,11.0
17931,Campeonato 1949 - Fecha 12,30.0,Ferro,2,2,Huracan,11.0
17932,Campeonato 1946 - Fecha 23,30.0,Huracan,2,1,Ferro,11.0
17933,Campeonato 1946 - Fecha 8,30.0,Ferro,1,2,Huracan,11.0
17934,Campeonato 1945 - Fecha 26,30.0,Huracan,2,0,Ferro,11.0
17935,Campeonato 1945 - Fecha 11,30.0,Ferro,3,2,Huracan,11.0
17936,Campeonato 1944 - Fecha 28,30.0,Huracan,1,3,Ferro,11.0
17937,Campeonato 1944 - Fecha 13,30.0,Ferro,0,1,Huracan,11.0
17938,Campeonato 1943 - Fecha 26,30.0,Ferro,2,4,Huracan,11.0
17939,Campeonato 1943 - Fecha 11,30.0,Huracan,4,1,Ferro,11.0
17940,Campeonato 1942 - Fecha 20,30.0,Ferro,2,2,Huracan,11.0
17941,Campeonato 1942 - Fecha 5,30.0,Huracan,0,2,Ferro,11.0
17942,Campeonato 1941 - Fecha 30,30.0,Huracan,4,1,Ferro,11.0
17943,Campeonato 1941 - Fecha 15,30.0,Ferro,0,0,Huracan,11.0
17944,Campeonato 1940 - Fecha 19,30.0,Huracan,6,2,Ferro,11.0
17945,Campeonato 1940 - Fecha 2,30.0,Ferro,2,4,Huracan,11.0
17946,Campeonato 1939 - Fecha 20,30.0,Ferro,1,0,Huracan,11.0
17947,Campeonato 1939 - Fecha 3,30.0,Huracan,2,0,Ferro,11.0
17948,Campeonato 1938 - Fecha 32,30.0,Ferro,3,5,Huracan,11.0
17949,Campeonato 1938 - Fecha 15,30.0,Huracan,4,2,Ferro,11.0
17950,Campeonato 1937 - Fecha 20,30.0,Ferro,4,3,Huracan,11.0
17951,Campeonato 1937 - Fecha 2,30.0,Huracan,3,2,Ferro,11.0
17952,Campeonato 1936 - Fecha 15,30.0,Huracan,3,1,Ferro,11.0
17953,Copa de Honor 1936 - Fecha 15,30.0,Ferro,3,3,Huracan,11.0
17954,Campeonato 1935 - Fecha 20,30.0,Huracan,2,0,Ferro,11.0
17955,Campeonato 1935 - Fecha 3,30.0,Ferro,1,5,Huracan,11.0
17956,Campeonato 1934 - Fecha 27,30.0,Ferro,1,1,Huracan,11.0
17957,Campeonato 1934 - Fecha 23,30.0,Ferro,1,1,Huracan,11.0
17958,Campeonato 1934 - Fecha 10,30.0,Huracan,1,0,Ferro,11.0
17959,Campeonato 1933 - Fecha 33,30.0,Huracan,2,4,Ferro,11.0
17960,Campeonato 1933 - Fecha 16,30.0,Ferro,0,0,Huracan,11.0
17961,Campeonato 1932 - Fecha 24,30.0,Huracan,2,0,Ferro,11.0
17962,Campeonato 1932 - Fecha 7,30.0,Ferro,3,0,Huracan,11.0
17963,Campeonato 1931 - Fecha 19,30.0,Ferro,2,6,Huracan,11.0
17964,Campeonato 1931 - Fecha 2,30.0,Huracan,0,1,Ferro,11.0
17965,Torneo Clausura 1997 - Fecha 15,30.0,Huracan (C),2,1,Ferro,445.0
17966,Torneo Apertura 1996 - Fecha 15,30.0,Ferro,5,1,Huracan (C),445.0
17967,Nacional 1976 - Grupo D,30.0,Huracan (CR),0,2,Ferro,174.0
17968,Nacional 1976 - Grupo D,30.0,Ferro,1,0,Huracan (CR),174.0
17969,Torneo Nacional 1982 - Torneo Nacional,30.0,Ferro,0,0,Ind Rivadavia,32.0
17970,Torneo Nacional 1982 - Torneo Nacional,30.0,Ind Rivadavia,0,1,Ferro,32.0
17971,Nacional 1973 - Grupo B,30.0,Ferro,2,1,Ind Rivadavia,32.0
17972,Torneo Clausura 2000 - Fecha 13,30.0,Independiente,2,0,Ferro,12.0
17973,Torneo Apertura 1999 - Fecha 13,30.0,Ferro,0,2,Independiente,12.0
17974,Torneo Clausura 1999 - Fecha 15,30.0,Independiente,3,3,Ferro,12.0
17975,Torneo Apertura 1998 - Fecha 15,30.0,Ferro,2,2,Independiente,12.0
17976,Torneo Clausura 1998 - Fecha 19,30.0,Ferro,1,0,Independiente,12.0
17977,Torneo Apertura 1997 - Fecha 19,30.0,Independiente,2,0,Ferro,12.0
17978,Torneo Clausura 1997 - Fecha 1,30.0,Independiente,2,2,Ferro,12.0
17979,Torneo Apertura 1996 - Fecha 1,30.0,Ferro,0,3,Independiente,12.0
17980,Torneo Clausura 1996 - Fecha 1,30.0,Independiente,0,2,Ferro,12.0
17981,Torneo Apertura 1995 - Fecha 1,30.0,Ferro,1,1,Independiente,12.0
17982,Torneo Clausura 1995 - Fecha 2,30.0,Ferro,0,2,Independiente,12.0
17983,Torneo Apertura 1994 - Fecha 2,30.0,Independiente,1,1,Ferro,12.0
17984,Torneo Clausura 1994 - Fecha 6,30.0,Independiente,2,0,Ferro,12.0
17985,Torneo Apertura 1993 - Fecha 6,30.0,Ferro,0,1,Independiente,12.0
17986,Torneo Clausura 1993 - Fecha 2,30.0,Ferro,1,3,Independiente,12.0
17987,Torneo Apertura 1992 - Fecha 2,30.0,Independiente,2,0,Ferro,12.0
17988,Torneo Clausura 1992 - Fecha 9,30.0,Independiente,1,0,Ferro,12.0
17989,Torneo Apertura 1991 - Fecha 9,30.0,Ferro,2,3,Independiente,12.0
17990,Torneo Clausura 1991 - Fecha 16,30.0,Independiente,1,1,Ferro,12.0
17991,Campeonato 1990/91 - Fecha 16,30.0,Ferro,1,0,Independiente,12.0
17992,Campeonato 1989/90 - Fecha 38,30.0,Ferro,2,0,Independiente,12.0
17993,Campeonato 1989/90 - Fecha 19,30.0,Independiente,1,0,Ferro,12.0
17994,Campeonato 1988/89 - Fecha 32,30.0,Independiente,2,1,Ferro,12.0
17995,Campeonato 1988/89 - Fecha 13,30.0,Ferro,1,2,Independiente,12.0
17996,Campeonato 1987/88 - Fecha 28,30.0,Ferro,0,1,Independiente,12.0
17997,Campeonato 1987/88 - Fecha 9,30.0,Independiente,1,0,Ferro,12.0
17998,Campeonato 1986/87  - Liguilla Libertadores,30.0,Independiente,0,0,Ferro,12.0
17999,Campeonato 1986/87  - Liguilla Libertadores,30.0,Ferro,0,1,Independiente,12.0
18000,Campeonato 1986/87  - Fecha 31,30.0,Ferro,2,2,Independiente,12.0
18001,Campeonato 1986/87  - Fecha 12,30.0,Independiente,0,0,Ferro,12.0
18002,Campeonato 1985/86  - Fecha 36,30.0,Ferro,0,2,Independiente,12.0
18003,Campeonato 1985/86  - Fecha 17,30.0,Independiente,0,1,Ferro,12.0
18004,Torneo Nacional 1985  - Playoffs,30.0,Ferro,0,0,Independiente,12.0
18005,Torneo Nacional 1985  - Cuartos de Final,30.0,Ferro,3,0,Independiente,12.0
18006,Metropolitano 1984 - Fecha 37,30.0,Ferro,0,0,Independiente,12.0
18007,Metropolitano 1984 - Fecha 18,30.0,Independiente,1,3,Ferro,12.0
18008,Torneo Nacional 1984 - Cuartos de Final,30.0,Independiente,0,1,Ferro,12.0
18009,Torneo Nacional 1984 - Cuartos de Final,30.0,Ferro,1,1,Independiente,12.0
18010,Metropolitano 1983 - Fecha 23,30.0,Independiente,1,0,Ferro,12.0
18011,Metropolitano 1983 - Fecha 4,30.0,Ferro,0,1,Independiente,12.0
18012,Metropolitano 1982 - Fecha 26,30.0,Ferro,0,0,Independiente,12.0
18013,Metropolitano 1982 - Fecha 7,30.0,Independiente,5,0,Ferro,12.0
18014,Torneo Nacional 1982 - Torneo Nacional,30.0,Independiente,0,4,Ferro,12.0
18015,Torneo Nacional 1982 - Torneo Nacional,30.0,Ferro,2,2,Independiente,12.0
18016,Metropolitano 1981 - Fecha 22,30.0,Ferro,0,0,Independiente,12.0
18017,Metropolitano 1981 - Fecha 5,30.0,Independiente,0,1,Ferro,12.0
18018,Metropolitano 1980 - Fecha 21,30.0,Independiente,2,0,Ferro,12.0
18019,Metropolitano 1980 - Fecha 2,30.0,Ferro,2,1,Independiente,12.0
18020,Nacional 1980 - Grupo C,30.0,Ferro,1,1,Independiente,12.0
18021,Nacional 1980 - Grupo C,30.0,Independiente,0,1,Ferro,12.0
18022,Metropolitano 1979 - Grupo B,30.0,Ferro,0,4,Independiente,12.0
